name,price,first_name,last_name,above_100
Katherine George,291.1982,Katherine,George,True
Patricia Murray,240.71564,Patricia,Murray,True
Angela Myers,287.60037,Angela,Myers,True
Wayne Baker,3.161651,Wayne,Baker,False
Kelsey King,104.5095,Kelsey,King,True
Joseph Singleton,125.20389,Joseph,Singleton,True
Haley Cox,243.06493,Haley,Cox,True
Amy Reed,13.403473,Amy,Reed,False
Kelly Johnson,154.94585,Kelly,Johnson,True
Luke Lyons,35.69136,Luke,Lyons,False
Randy Johns,138.76622,Randy,Johns,True
Joshua Hogan,188.54524,Joshua,Hogan,True
Ricardo Leon,32.39762,Ricardo,Leon,False
Wendy Perry MD,150.74936,Wendy,Perry,True
Amy Decker,205.91838,Amy,Decker,True
Karen Crane,161.11751,Karen,Crane,True
Dan Sanders,88.36089,Dan,Sanders,False
George Garcia,196.3711,George,Garcia,True
Sherry Flores,176.14108,Sherry,Flores,True
Timothy Boyle,244.45297,Timothy,Boyle,True
Julia Patrick,121.72399,Julia,Patrick,True
Joshua Clark,290.85886,Joshua,Clark,True
Melissa Jackson,2.9937875,Melissa,Jackson,False
Elizabeth Estes,6.351425,Elizabeth,Estes,False
Erin Clark,211.46114,Erin,Clark,True
Cynthia Smith,270.1816,Cynthia,Smith,True
Stacy Anderson,259.9778,Stacy,Anderson,True
Elizabeth Brown,13.126195,Elizabeth,Brown,False
Christine Murray,281.60248,Christine,Murray,True
James Golden,62.215015,James,Golden,False
Jeremy Butler,16.573788,Jeremy,Butler,False
Matthew Andersen,275.70895,Matthew,Andersen,True
Jonathan Parker,174.36618,Jonathan,Parker,True
Richard Warren,182.58493,Richard,Warren,True
Sandra Vargas,88.17071,Sandra,Vargas,False
Kendra Martinez,288.9749,Kendra,Martinez,True
Adam Foster,113.335075,Adam,Foster,True
Thomas Fisher,261.30185,Thomas,Fisher,True
Shelly Fritz,198.06355,Shelly,Fritz,True
Maria Blanchard,92.48764,Maria,Blanchard,False
Mandy Greer,256.73822,Mandy,Greer,True
Martin Jones,249.67325,Martin,Jones,True
Robert Morris,291.28696,Robert,Morris,True
Taylor Lopez,199.79948,Taylor,Lopez,True
Nicole Lewis,63.897106,Nicole,Lewis,False
Christine Wright,276.38376,Christine,Wright,True
David Robinson,192.55765,David,Robinson,True
Christopher Case,25.68763,Christopher,Case,False
Mark Ward,136.71425,Mark,Ward,True
Dana Phillips,100.529594,Dana,Phillips,True
John Jensen,103.28547,John,Jensen,True
Michelle Robinson,224.31845,Michelle,Robinson,True
Michael Simmons,43.938328,Michael,Simmons,False
Cynthia Ortiz MD,178.71954,Cynthia,Ortiz,True
Luis Woods,183.70538,Luis,Woods,True
Mitchell Glover,220.61205,Mitchell,Glover,True
Sarah Thompson,117.4198,Sarah,Thompson,True
Jeffrey Macias,194.83995,Jeffrey,Macias,True
Brian Drake,173.55104,Brian,Drake,True
Julie Brown,91.190125,Julie,Brown,False
Gregory Hayes,55.382206,Gregory,Hayes,False
James Rice,151.8305,James,Rice,True
Gabriel Jackson,200.05093,Gabriel,Jackson,True
Melissa Valdez,224.65186,Melissa,Valdez,True
Thomas Mullen,207.20322,Thomas,Mullen,True
Dawn Smith,51.300877,Dawn,Smith,False
Lisa Glover,252.44078,Lisa,Glover,True
Anna Austin,24.934078,Anna,Austin,False
Katherine Pierce,227.41972,Katherine,Pierce,True
Wayne Keller,146.35867,Wayne,Keller,True
Steven Morgan,11.671832,Steven,Morgan,False
Zachary Thompson,205.68085,Zachary,Thompson,True
Joel Clark,267.7133,Joel,Clark,True
Matthew Gutierrez,20.37578,Matthew,Gutierrez,False
Stephanie Mcdonald,3.404208,Stephanie,Mcdonald,False
Robert Heath,140.49657,Robert,Heath,True
Lindsey Gonzalez,50.658024,Lindsey,Gonzalez,False
Deborah Olson,261.01523,Deborah,Olson,True
Claire Reeves,227.82166,Claire,Reeves,True
Brandy Watson,114.53353,Brandy,Watson,True
Jason Wilson,175.79819,Jason,Wilson,True
Heather Garcia,57.182827,Heather,Garcia,False
Kathleen Chavez,262.81625,Kathleen,Chavez,True
Samantha Shepard,112.58484,Samantha,Shepard,True
Shaun Dougherty,269.77576,Shaun,Dougherty,True
Amber Young,207.43434,Amber,Young,True
Jonathan Wilkerson,168.6513,Jonathan,Wilkerson,True
Robert Rivas,188.71333,Robert,Rivas,True
Anthony Moore,250.68503,Anthony,Moore,True
Jeffrey Hill,139.04956,Jeffrey,Hill,True
Michael Love,240.61525,Michael,Love,True
Amber Stone,175.56056,Amber,Stone,True
Crystal Fletcher,259.5012,Crystal,Fletcher,True
Amy Roach,121.28343,Amy,Roach,True
Christy Gilbert,71.849,Christy,Gilbert,False
Caroline Grimes,275.3006,Caroline,Grimes,True
David Oconnell,18.82124,David,Oconnell,False
Kayla Porter,178.08972,Kayla,Porter,True
Phillip Stewart,87.33689,Phillip,Stewart,False
David Schneider,263.09366,David,Schneider,True
Michael Porter,214.87784,Michael,Porter,True
Timothy Jordan,135.2253,Timothy,Jordan,True
Melissa Freeman,17.890467,Melissa,Freeman,False
Erica Richardson,226.58539,Erica,Richardson,True
Jeanette Hood DVM,43.479645,Jeanette Hood,DVM,False
Douglas Thompson,171.57407,Douglas,Thompson,True
Jerry Torres,159.57509,Jerry,Torres,True
Jason Harmon,204.56064,Jason,Harmon,True
Donna Dixon,174.09198,Donna,Dixon,True
Anthony Brady,33.569767,Anthony,Brady,False
Samantha Mendoza,194.81517,Samantha,Mendoza,True
Stephanie King,229.79614,Stephanie,King,True
Sara Carter,222.64212,Sara,Carter,True
Alex Clay,275.36523,Alex,Clay,True
Ryan Harrell,268.5048,Ryan,Harrell,True
David Garcia,212.55215,David,Garcia,True
Michael Nguyen,203.9777,Michael,Nguyen,True
Kathy Leblanc,159.26076,Kathy,Leblanc,True
Austin Andrade,114.81542,Austin,Andrade,True
William Floyd,212.14893,William,Floyd,True
Angela Hayden,167.24461,Angela,Hayden,True
Renee Hodges,283.64282,Renee,Hodges,True
Andrea Ray,156.34663,Andrea,Ray,True
Samantha Miller,151.42703,Samantha,Miller,True
Adrienne Tucker,231.04097,Adrienne,Tucker,True
Johnny Lee,226.5812,Johnny,Lee,True
Jeffrey Walter,219.20377,Jeffrey,Walter,True
Anthony Rivera,163.09946,Anthony,Rivera,True
Mary Whitehead,31.396423,Mary,Whitehead,False
Robert Williams,51.214382,Robert,Williams,False
Judy Johnson,36.17274,Judy,Johnson,False
Janet Kelly,137.23695,Janet,Kelly,True
Angie Meyers,6.1616006,Angie,Meyers,False
Sandra Lewis,282.63544,Sandra,Lewis,True
Kim Brady,284.91397,Kim,Brady,True
Sandra Houston,41.29673,Sandra,Houston,False
Kimberly Fox,237.79315,Kimberly,Fox,True
James Daniel,235.94215,James,Daniel,True
Sandra Ortiz,14.370147,Sandra,Ortiz,False
Jason Perez,164.2901,Jason,Perez,True
Nicole Perry,276.63507,Nicole,Perry,True
Jonathan Barnes,258.08527,Jonathan,Barnes,True
Laura Sanford,98.85036,Laura,Sanford,False
Joseph Bryant,46.643227,Joseph,Bryant,False
Stephanie Thompson,6.111,Stephanie,Thompson,False
Angela Smith,247.30966,Angela,Smith,True
Brenda Cummings,170.64809,Brenda,Cummings,True
Daniel Arnold,38.567898,Daniel,Arnold,False
Kristin Novak,240.9787,Kristin,Novak,True
Thomas Williams,28.593897,Thomas,Williams,False
Robert Briggs,146.14246,Robert,Briggs,True
Keith Craig,32.366894,Keith,Craig,False
Leslie Lambert,4.358674,Leslie,Lambert,False
Sergio Zuniga II,88.29732,Sergio Zuniga,II,False
Joy Aguilar,87.709206,Joy,Aguilar,False
Gerald White,25.868097,Gerald,White,False
Robert Velasquez,166.74152,Robert,Velasquez,True
Nicole Knight,253.56293,Nicole,Knight,True
Michael Garcia,77.59266,Michael,Garcia,False
Tyler Aguilar,189.42401,Tyler,Aguilar,True
Jennifer Cox,214.08398,Jennifer,Cox,True
Patrick Craig,109.77743,Patrick,Craig,True
William Davis,230.6728,William,Davis,True
Jessica Silva,51.54012,Jessica,Silva,False
Lauren Orozco,148.43625,Lauren,Orozco,True
Destiny Johns,29.875925,Destiny,Johns,False
Kimberly Davis MD,191.0202,Kimberly,Davis,True
Andrea Collins,120.35927,Andrea,Collins,True
James Tate,243.28862,James,Tate,True
Kimberly Schneider,225.62114,Kimberly,Schneider,True
Jennifer Smith,238.52776,Jennifer,Smith,True
Jonathan Davis,99.924324,Jonathan,Davis,False
Michelle Ortega,4.451817,Michelle,Ortega,False
Stacey Walker,252.65495,Stacey,Walker,True
Robert Thomas,289.9493,Robert,Thomas,True
Adrian Cochran,240.2504,Adrian,Cochran,True
Christian Mcintosh,282.45624,Christian,Mcintosh,True
Deanna Torres,168.74779,Deanna,Torres,True
Lisa Lucero,102.07893,Lisa,Lucero,True
Nicole Francis,97.318726,Nicole,Francis,False
Deborah Miller,35.561535,Deborah,Miller,False
Karen Boyd,168.92215,Karen,Boyd,True
Danielle Johnson,294.53262,Danielle,Johnson,True
James Hawkins MD,283.3012,James,Hawkins,True
Sarah Chapman,244.25981,Sarah,Chapman,True
Suzanne Medina,44.774475,Suzanne,Medina,False
Jennifer Glass,38.76661,Jennifer,Glass,False
Stacy Willis,264.75333,Stacy,Willis,True
Anna Mendoza,136.96294,Anna,Mendoza,True
Danielle Cain,65.54956,Danielle,Cain,False
Carla Jones,48.460007,Carla,Jones,False
Jennifer Davis,72.76952,Jennifer,Davis,False
Matthew Diaz,82.2343,Matthew,Diaz,False
Julie Leon,244.66081,Julie,Leon,True
Evan Page,278.4664,Evan,Page,True
Matthew Valdez,258.03958,Matthew,Valdez,True
Jared Myers,219.04527,Jared,Myers,True
Jason Davis,115.02074,Jason,Davis,True
William Valdez,89.02384,William,Valdez,False
April Owen,50.42365,April,Owen,False
Mark Bridges,175.2377,Mark,Bridges,True
Mr. Andrew Rivera,135.46275,Andrew,Rivera,True
Scott Martinez,152.4121,Scott,Martinez,True
Christopher Lloyd,71.43232,Christopher,Lloyd,False
Denise York,254.75958,Denise,York,True
Susan Hartman,188.69052,Susan,Hartman,True
Tonya Reed,149.7223,Tonya,Reed,True
Michael Wilkinson,196.73785,Michael,Wilkinson,True
Richard Reyes,210.22813,Richard,Reyes,True
Mr. Evan Russell,149.70749,Evan,Russell,True
Evan Smith,37.526894,Evan,Smith,False
Victoria Jones,96.09335,Victoria,Jones,False
Cheryl Moore,141.88867,Cheryl,Moore,True
Joshua Pittman,178.59093,Joshua,Pittman,True
Mary Cooper,215.57556,Mary,Cooper,True
Jessica Delgado,278.98944,Jessica,Delgado,True
Brian Pearson,112.25063,Brian,Pearson,True
Kathryn Lamb,159.20216,Kathryn,Lamb,True
Jordan Cruz,147.7998,Jordan,Cruz,True
Dr. Edward Brooks,17.238705,Edward,Brooks,False
Brent Castaneda,30.429605,Brent,Castaneda,False
Brenda Wright,144.71832,Brenda,Wright,True
Samuel Dyer,94.109886,Samuel,Dyer,False
Brian Bryant,18.276709,Brian,Bryant,False
Ms. Kimberly Wood,210.99661,Kimberly,Wood,True
Brittany Garcia DDS,81.57859,Brittany,Garcia,False
Trevor Byrd,207.25883,Trevor,Byrd,True
Larry Herrera,148.8253,Larry,Herrera,True
Joseph Owens,177.45543,Joseph,Owens,True
Gregory Peters,140.16405,Gregory,Peters,True
Miss Amber Burnett,282.10553,Miss Amber,Burnett,True
Jason Malone,23.14933,Jason,Malone,False
Jordan Pugh,159.51318,Jordan,Pugh,True
Daniel Welch,262.0282,Daniel,Welch,True
Tiffany Marquez,223.24423,Tiffany,Marquez,True
Christopher Smith,173.38547,Christopher,Smith,True
Johnathan Weeks,227.74432,Johnathan,Weeks,True
Jeffrey Thompson,221.77028,Jeffrey,Thompson,True
William Ward,163.68994,William,Ward,True
Kristin Bauer,230.89682,Kristin,Bauer,True
Maria Johnson,294.91022,Maria,Johnson,True
Carlos Adams,18.009277,Carlos,Adams,False
Matthew Salazar,210.48227,Matthew,Salazar,True
Colleen Garner,107.39539,Colleen,Garner,True
Nicole Miller,184.26018,Nicole,Miller,True
Nancy Frazier,55.780724,Nancy,Frazier,False
Martin Morris,121.633736,Martin,Morris,True
Robin Jones,84.96359,Robin,Jones,False
Natasha Martinez,49.647858,Natasha,Martinez,False
Jonathan Terrell,273.71677,Jonathan,Terrell,True
Jeffrey Marshall,134.0091,Jeffrey,Marshall,True
Kelly Smith DDS,188.9253,Kelly,Smith,True
Heidi Vazquez,220.91763,Heidi,Vazquez,True
Charles Powell,144.28432,Charles,Powell,True
Sarah George,42.51649,Sarah,George,False
Erik Reynolds,58.764267,Erik,Reynolds,False
Jamie Barker,123.73119,Jamie,Barker,True
Samantha Jimenez,94.37266,Samantha,Jimenez,False
Lisa Crawford,211.06061,Lisa,Crawford,True
Andrew Carter,117.2739,Andrew,Carter,True
Suzanne Goodwin,1.6097527,Suzanne,Goodwin,False
Amanda Navarro DVM,177.68321,Amanda Navarro,DVM,True
Michelle Jones,45.856174,Michelle,Jones,False
Leah Perez,178.36566,Leah,Perez,True
Brian Powell,273.51022,Brian,Powell,True
Jeffrey Santos,180.32765,Jeffrey,Santos,True
Michael Holland,53.800896,Michael,Holland,False
Elizabeth Cardenas,236.0341,Elizabeth,Cardenas,True
Theodore Roberts,201.68997,Theodore,Roberts,True
Ms. Katrina Zamora,232.65317,Katrina,Zamora,True
Elizabeth Garcia,17.67269,Elizabeth,Garcia,False
Julie Johnson,201.4164,Julie,Johnson,True
Shelby Jackson DDS,287.43893,Shelby,Jackson,True
Krystal Boyle,270.83163,Krystal,Boyle,True
Laura Sandoval,161.3759,Laura,Sandoval,True
Garrett Clark,159.77773,Garrett,Clark,True
Jeremy Anderson,122.5691,Jeremy,Anderson,True
Mr. Charles Gonzalez,283.7297,Charles,Gonzalez,True
Christina Brown,45.040382,Christina,Brown,False
Madison Dunn,86.98703,Madison,Dunn,False
George Barry,218.99808,George,Barry,True
Nicholas Caldwell,107.392075,Nicholas,Caldwell,True
Dr. Michael Green,230.11018,Michael,Green,True
Brian Wyatt,87.79996,Brian,Wyatt,False
Jason Medina,265.70724,Jason,Medina,True
Ashley Solis,41.98196,Ashley,Solis,False
Sarah French,58.79672,Sarah,French,False
Stephanie White,94.11128,Stephanie,White,False
Ryan Garcia,287.74664,Ryan,Garcia,True
Joseph Bartlett,165.03139,Joseph,Bartlett,True
Joshua Miller,192.42505,Joshua,Miller,True
Cory Cummings,145.70029,Cory,Cummings,True
Megan Anderson,136.47418,Megan,Anderson,True
Jennifer Nguyen,69.21047,Jennifer,Nguyen,False
Pamela Hughes,298.916,Pamela,Hughes,True
Tiffany Scott,294.10605,Tiffany,Scott,True
Eric Williams,252.2482,Eric,Williams,True
Maurice Stewart,224.81207,Maurice,Stewart,True
Michael Kelly,282.10577,Michael,Kelly,True
Bruce Smith,128.68593,Bruce,Smith,True
Elizabeth Conner,135.39735,Elizabeth,Conner,True
John Drake,70.89854,John,Drake,False
Bethany Acosta,52.071823,Bethany,Acosta,False
Stanley Conway,254.51114,Stanley,Conway,True
Christine Campbell,164.91579,Christine,Campbell,True
Carolyn Estrada,132.33589,Carolyn,Estrada,True
Michael Wilson,91.81086,Michael,Wilson,False
Elizabeth Cooper,132.69765,Elizabeth,Cooper,True
Tonya Moore,175.89397,Tonya,Moore,True
Alexandra Woods,270.81754,Alexandra,Woods,True
Heather Bonilla,6.574398,Heather,Bonilla,False
Yolanda Petty,227.64287,Yolanda,Petty,True
Matthew Wilson,159.96568,Matthew,Wilson,True
Justin Hamilton,156.87193,Justin,Hamilton,True
Jordan Brown,195.45174,Jordan,Brown,True
Sharon Hill,95.45119,Sharon,Hill,False
Michael Anderson,211.46036,Michael,Anderson,True
David Roberson,94.663086,David,Roberson,False
Jacob Burns,78.068825,Jacob,Burns,False
Lauren Guzman,176.37883,Lauren,Guzman,True
Joseph Davis,126.778114,Joseph,Davis,True
Kevin Pope,49.914143,Kevin,Pope,False
William Vargas,31.707483,William,Vargas,False
Daniel Garcia,133.34601,Daniel,Garcia,True
Timothy Evans,50.808086,Timothy,Evans,False
Brian Vega,266.22388,Brian,Vega,True
Jacob Mcdonald,284.02393,Jacob,Mcdonald,True
Kathleen Harris,298.51617,Kathleen,Harris,True
Robert Mcconnell,241.379,Robert,Mcconnell,True
Julie Hall,154.46594,Julie,Hall,True
James Lopez,226.19206,James,Lopez,True
Tracy Williams,65.98126,Tracy,Williams,False
Gina Zimmerman,204.61755,Gina,Zimmerman,True
Emily Oneal,85.289955,Emily,Oneal,False
Sarah Hernandez,234.57378,Sarah,Hernandez,True
David Jones,234.6206,David,Jones,True
Paula Hill,63.649094,Paula,Hill,False
David Morrow,287.94278,David,Morrow,True
Lisa White,111.711,Lisa,White,True
James Patrick,222.9116,James,Patrick,True
Kirk Donaldson,201.92104,Kirk,Donaldson,True
Joshua Farrell,265.0339,Joshua,Farrell,True
Kathryn Parker,293.38348,Kathryn,Parker,True
Tracy Elliott,204.04643,Tracy,Elliott,True
Joshua Green,294.82455,Joshua,Green,True
Tara Jones,204.00046,Tara,Jones,True
Sean Sullivan,7.9293694,Sean,Sullivan,False
Jessica Castillo,269.01465,Jessica,Castillo,True
Evan Pruitt,26.962042,Evan,Pruitt,False
Thomas Garza,8.704469,Thomas,Garza,False
Michael Harvey,200.66049,Michael,Harvey,True
Edward Ramos,67.668495,Edward,Ramos,False
Karen Shaw,206.01486,Karen,Shaw,True
Joanne Foster,253.60355,Joanne,Foster,True
Andrew Fisher,113.94393,Andrew,Fisher,True
John Gonzales,68.48675,John,Gonzales,False
Christine Cohen,73.86256,Christine,Cohen,False
Grace Olson,110.70572,Grace,Olson,True
Daniel Gutierrez,226.18997,Daniel,Gutierrez,True
Sarah Joseph,231.12256,Sarah,Joseph,True
Jennifer Scott,248.74292,Jennifer,Scott,True
Stephen Little,170.0791,Stephen,Little,True
Matthew Garcia,129.77399,Matthew,Garcia,True
Abigail Fritz,59.490044,Abigail,Fritz,False
John Todd,232.4115,John,Todd,True
Martha Williams,28.710258,Martha,Williams,False
Kimberly Peters,104.87594,Kimberly,Peters,True
Robert Donaldson,202.53339,Robert,Donaldson,True
Matthew Smith,139.13568,Matthew,Smith,True
Leslie Taylor,270.78748,Leslie,Taylor,True
Antonio Hancock,19.190145,Antonio,Hancock,False
Eric Williams,187.44513,Eric,Williams,True
Dr. Patricia Hall,212.11014,Patricia,Hall,True
Christian Lopez,288.04724,Christian,Lopez,True
Timothy Scott,188.69202,Timothy,Scott,True
Jessica James,121.2432,Jessica,James,True
Stephanie Sandoval,20.567553,Stephanie,Sandoval,False
George Williams,210.73164,George,Williams,True
Jessica Larsen,125.54118,Jessica,Larsen,True
Francisco Holland,210.51418,Francisco,Holland,True
Donna Morrow,12.402533,Donna,Morrow,False
Ashley Browning,190.60626,Ashley,Browning,True
Beth Rivera,204.16347,Beth,Rivera,True
Catherine Morris,187.04211,Catherine,Morris,True
Amy Smith,65.62677,Amy,Smith,False
Jennifer Jenkins,200.88173,Jennifer,Jenkins,True
William Serrano,18.993439,William,Serrano,False
Matthew Deleon,129.37218,Matthew,Deleon,True
Rhonda Marshall,67.3684,Rhonda,Marshall,False
Alexa Bond,143.64578,Alexa,Bond,True
Sarah Soto,168.38715,Sarah,Soto,True
Sean Harris,40.136032,Sean,Harris,False
Edward Smith,180.503,Edward,Smith,True
Lori Allen,266.31146,Lori,Allen,True
Charles Kelly,182.34077,Charles,Kelly,True
Jerry Bennett,43.798492,Jerry,Bennett,False
Justin Beck,220.76404,Justin,Beck,True
Jonathan Villa,274.57074,Jonathan,Villa,True
Alexander Castro,168.72498,Alexander,Castro,True
Andrea Russell,29.064095,Andrea,Russell,False
Cindy Jackson,116.94062,Cindy,Jackson,True
Kristina Hogan,99.18899,Kristina,Hogan,False
Kimberly Harris,156.36679,Kimberly,Harris,True
Melissa Le DVM,281.15173,Melissa Le,DVM,True
Scott Williams,297.91904,Scott,Williams,True
Thomas Thomas,262.0677,Thomas,Thomas,True
Dylan Hernandez,254.78072,Dylan,Hernandez,True
Wendy Giles,127.39795,Wendy,Giles,True
John Vazquez,33.212643,John,Vazquez,False
Jessica Wilson,198.9511,Jessica,Wilson,True
Daniel Le,256.3617,Daniel,Le,True
John Torres,41.39498,John,Torres,False
James Hall,126.30196,James,Hall,True
Michele Jones,290.8147,Michele,Jones,True
Melissa Perez,87.34574,Melissa,Perez,False
Rachel Goodwin,243.2095,Rachel,Goodwin,True
Kimberly Owens,233.22707,Kimberly,Owens,True
Omar Wilcox,89.18457,Omar,Wilcox,False
Tiffany Cannon,62.514423,Tiffany,Cannon,False
Matthew Snyder,236.38025,Matthew,Snyder,True
Morgan Malone,2.4774396,Morgan,Malone,False
Ronald Mendez,261.96265,Ronald,Mendez,True
Brian Butler,112.768776,Brian,Butler,True
Rachel Rogers,51.446117,Rachel,Rogers,False
Kyle Murphy,206.79713,Kyle,Murphy,True
John Adams,48.975082,John,Adams,False
Charles Walter,186.09996,Charles,Walter,True
Jessica Reid,210.7431,Jessica,Reid,True
Michelle Garcia,137.92566,Michelle,Garcia,True
Todd Brady,175.89746,Todd,Brady,True
Carolyn Gomez,238.48593,Carolyn,Gomez,True
Matthew Bailey,63.088055,Matthew,Bailey,False
Matthew Davis,268.97522,Matthew,Davis,True
Tamara Smith,265.0371,Tamara,Smith,True
Jessica Whitaker,175.65677,Jessica,Whitaker,True
Lynn Kaufman,115.29796,Lynn,Kaufman,True
Kristin Edwards,211.5754,Kristin,Edwards,True
Eduardo Patrick,106.36904,Eduardo,Patrick,True
Matthew Duncan,295.4379,Matthew,Duncan,True
Marcia Ramos,265.67108,Marcia,Ramos,True
Jesse Chambers,171.12003,Jesse,Chambers,True
Paul Hill,182.08331,Paul,Hill,True
Kristen Kirk,125.59343,Kristen,Kirk,True
Gina Henderson,255.50108,Gina,Henderson,True
Jesse Wright,122.44652,Jesse,Wright,True
Christina Gibbs,191.68034,Christina,Gibbs,True
Jacqueline Miller,127.79223,Jacqueline,Miller,True
Tracy Lopez,228.87166,Tracy,Lopez,True
Victoria Jones,27.696108,Victoria,Jones,False
Gabriel Rose,171.86012,Gabriel,Rose,True
Melanie Perry,80.12599,Melanie,Perry,False
Alison Valdez,298.90735,Alison,Valdez,True
Benjamin Coleman,266.78333,Benjamin,Coleman,True
Alex Baker,287.00003,Alex,Baker,True
Peter Alexander,176.29092,Peter,Alexander,True
Katie Chang,1.7830198,Katie,Chang,False
Victoria Stafford,88.3135,Victoria,Stafford,False
Tyler Lopez,22.319864,Tyler,Lopez,False
Heather Downs,299.8775,Heather,Downs,True
Ruth Carrillo,160.38052,Ruth,Carrillo,True
Ronald Shaffer,268.0256,Ronald,Shaffer,True
Jacob Stephenson,32.660606,Jacob,Stephenson,False
Samantha Johnson,210.46754,Samantha,Johnson,True
Carlos Washington,91.08006,Carlos,Washington,False
Stephanie Burnett,288.49988,Stephanie,Burnett,True
Curtis Flynn,14.679659,Curtis,Flynn,False
Donna Hancock,209.02286,Donna,Hancock,True
Thomas Perez,257.74023,Thomas,Perez,True
Courtney Hudson,67.191826,Courtney,Hudson,False
Sheri Kline,134.54483,Sheri,Kline,True
Mr. Jeff Baker,114.35969,Jeff,Baker,True
Sylvia Sexton,47.319736,Sylvia,Sexton,False
David Jordan,157.159,David,Jordan,True
Todd Ward,23.342033,Todd,Ward,False
William Powell,59.318058,William,Powell,False
Kenneth Martin,95.53949,Kenneth,Martin,False
Andrew Cox,11.083055,Andrew,Cox,False
Louis Blanchard,286.23358,Louis,Blanchard,True
Victoria Higgins,198.7231,Victoria,Higgins,True
Kaylee Berry,223.869,Kaylee,Berry,True
Elizabeth Duncan,186.45206,Elizabeth,Duncan,True
Bryan Price,62.8015,Bryan,Price,False
Robert Johnson,58.517605,Robert,Johnson,False
Stephanie Molina,221.55931,Stephanie,Molina,True
Justin Griffin,269.05072,Justin,Griffin,True
Jennifer Novak,119.6502,Jennifer,Novak,True
James Smith,264.7265,James,Smith,True
Lisa Meyers,36.242725,Lisa,Meyers,False
Gary Thompson,246.72362,Gary,Thompson,True
Rachel Maxwell,16.237352,Rachel,Maxwell,False
Michael Warren,205.97328,Michael,Warren,True
Amanda Alexander,288.04025,Amanda,Alexander,True
Mr. Thomas Brown DDS,94.86295,Thomas,Brown,False
Melissa Perez,8.902708,Melissa,Perez,False
Amy Johnson,113.43595,Amy,Johnson,True
Devin Lewis,295.75436,Devin,Lewis,True
Jacob Hogan,293.046,Jacob,Hogan,True
Zachary Russo,35.7176,Zachary,Russo,False
Shannon Thomas,43.065525,Shannon,Thomas,False
Joshua Perez,209.1348,Joshua,Perez,True
Joshua Jimenez,200.47737,Joshua,Jimenez,True
Teresa Harris,169.25519,Teresa,Harris,True
Courtney Morse,189.27234,Courtney,Morse,True
Jeffrey Murray,135.7651,Jeffrey,Murray,True
Kayla Mcintyre,18.025372,Kayla,Mcintyre,False
Marvin Williams,166.93446,Marvin,Williams,True
Robert Chang,231.57037,Robert,Chang,True
Briana Johnson,135.97191,Briana,Johnson,True
Joe Bishop,172.81812,Joe,Bishop,True
Terri Herring,17.810862,Terri,Herring,False
Jean Young,61.48898,Jean,Young,False
Carla Jackson,270.23514,Carla,Jackson,True
Tara Chavez,205.75261,Tara,Chavez,True
Jeffrey Ware,259.17795,Jeffrey,Ware,True
Barry Randolph,131.5568,Barry,Randolph,True
Eric Hoffman,74.67574,Eric,Hoffman,False
Jacqueline Walters,50.60986,Jacqueline,Walters,False
William Miller,179.76765,William,Miller,True
Daniel Perez,184.43182,Daniel,Perez,True
Kimberly Larson,146.68878,Kimberly,Larson,True
Brian Finley,278.5043,Brian,Finley,True
Kristin Wagner,126.6735,Kristin,Wagner,True
Kelly Hayden DVM,10.424593,Kelly Hayden,DVM,False
Jessica Dixon,212.78311,Jessica,Dixon,True
Kathleen Rodriguez,140.17038,Kathleen,Rodriguez,True
Tyler Johnson,109.791695,Tyler,Johnson,True
Nicholas Joseph,40.996063,Nicholas,Joseph,False
Wendy Grant,115.12061,Wendy,Grant,True
David Burton,32.030952,David,Burton,False
Luke Carpenter,164.25198,Luke,Carpenter,True
Jesse Johnson,224.9668,Jesse,Johnson,True
Marcus Sims,43.375854,Marcus,Sims,False
Katherine Daniels,264.45297,Katherine,Daniels,True
Cynthia Smith,119.42625,Cynthia,Smith,True
Angela Nichols,272.54587,Angela,Nichols,True
Mallory Jenkins,254.81488,Mallory,Jenkins,True
Nicole Shea,107.012054,Nicole,Shea,True
James Clark,17.53058,James,Clark,False
Mr. Brandon Valdez,250.56375,Brandon,Valdez,True
Anthony Mitchell,112.716896,Anthony,Mitchell,True
Stephanie Gutierrez,259.03665,Stephanie,Gutierrez,True
Charles Clarke,50.93032,Charles,Clarke,False
Alexander Hamilton,254.28033,Alexander,Hamilton,True
Jerry Daniels,204.2157,Jerry,Daniels,True
Casey Baker,296.93958,Casey,Baker,True
Shirley Nguyen,9.011665,Shirley,Nguyen,False
Jesse Brown,247.32823,Jesse,Brown,True
Valerie Owens,238.10371,Valerie,Owens,True
Alicia Sharp,243.62292,Alicia,Sharp,True
Sherry Jensen,13.839516,Sherry,Jensen,False
William Garcia,258.1809,William,Garcia,True
Barbara Freeman,141.89053,Barbara,Freeman,True
Rebecca Zimmerman,293.37326,Rebecca,Zimmerman,True
Patricia Velasquez,249.94792,Patricia,Velasquez,True
Ronnie Clark,272.90866,Ronnie,Clark,True
Timothy Rose,65.74327,Timothy,Rose,False
Joshua Ramirez,64.54997,Joshua,Ramirez,False
Joseph Dawson,111.017136,Joseph,Dawson,True
Robert Rios,87.31798,Robert,Rios,False
Karen Mitchell,277.25116,Karen,Mitchell,True
Patrick Greene,7.259436,Patrick,Greene,False
Matthew Nelson,295.3147,Matthew,Nelson,True
Melissa Smith,70.04282,Melissa,Smith,False
Amy Johnson,78.26892,Amy,Johnson,False
